Date, Price , Open , High , Low , Vol. ,Change %
10/6/2016," 70,219.24 "," 69,953.31 "," 70,378.61 "," 69,936.98 ", 82.57M ,0.60%
10/7/2016," 69,901.56 "," 70,346.97 "," 70,488.55 "," 69,791.87 ", 88.19M ,-0.45%
10/8/2016," 69,901.56 "," 70,346.97 "," 70,488.55 "," 69,791.87 ", 88.19M ,0.00%
10/9/2016," 69,901.56 "," 70,346.97 "," 70,488.55 "," 69,791.87 ", 88.19M ,0.00%
10/10/2016," 69,921.84 "," 70,031.80 "," 70,104.70 "," 69,789.90 ", 52.62M ,0.03%
10/11/2016," 69,921.84 "," 70,031.80 "," 70,104.70 "," 69,789.90 ", 52.62M ,0.00%
10/12/2016," 69,921.84 "," 70,031.80 "," 70,104.70 "," 69,789.90 ", 52.62M ,0.00%
10/13/2016," 70,005.44 "," 70,202.50 "," 70,386.19 "," 69,921.68 ", 61.49M ,0.12%
10/14/2016," 69,897.01 "," 70,018.39 "," 70,031.00 "," 69,506.95 ", 53.12M ,-0.15%
10/15/2016," 69,897.01 "," 70,018.39 "," 70,031.00 "," 69,506.95 ", 53.12M ,0.00%
10/16/2016," 69,897.01 "," 70,018.39 "," 70,031.00 "," 69,506.95 ", 53.12M ,0.00%
10/17/2016," 69,420.19 "," 69,924.71 "," 70,124.74 "," 69,351.21 ", 49.17M ,-0.68%
10/18/2016," 68,548.99 "," 69,434.23 "," 69,434.23 "," 68,222.34 ", 62.19M ,-1.25%
10/19/2016," 68,430.55 "," 68,679.57 "," 68,790.93 "," 67,980.91 ", 65.12M ,-0.17%
10/20/2016," 69,579.57 "," 68,649.11 "," 70,001.68 "," 68,606.87 ", 89.73M ,1.68%
10/21/2016," 68,974.21 "," 69,647.10 "," 69,715.47 "," 68,871.51 ", 59.50M ,-0.87%
10/22/2016," 68,974.21 "," 69,647.10 "," 69,715.47 "," 68,871.51 ", 59.50M ,0.00%
10/23/2016," 68,974.21 "," 69,647.10 "," 69,715.47 "," 68,871.51 ", 59.50M ,0.00%
10/24/2016," 68,261.95 "," 68,919.46 "," 68,919.46 "," 68,135.58 ", 48.22M ,-1.03%
10/25/2016," 68,045.71 "," 68,092.56 "," 68,152.61 "," 67,154.11 ", 72.99M ,-0.32%
10/26/2016," 67,533.31 "," 68,067.82 "," 68,397.91 "," 67,344.82 ", 108.94M ,-0.75%
10/27/2016," 66,657.21 "," 67,544.41 "," 67,594.88 "," 66,526.46 ", 67.91M ,-1.30%
10/28/2016," 66,544.32 "," 66,182.74 "," 67,037.46 "," 65,704.94 ", 63.30M ,-0.17%
10/29/2016," 66,544.32 "," 66,182.74 "," 67,037.46 "," 65,704.94 ", 63.30M ,0.00%
10/30/2016," 66,544.32 "," 66,182.74 "," 67,037.46 "," 65,704.94 ", 63.30M ,0.00%
10/31/2016," 66,644.45 "," 66,675.22 "," 67,075.85 "," 66,339.85 ", 78.67M ,0.15%
11/1/2016," 69,439.84 "," 66,702.99 "," 69,492.01 "," 66,654.52 ", 116.22M ,4.19%
11/2/2016," 69,856.07 "," 69,977.29 "," 70,373.58 "," 69,536.94 ", 133.74M ,0.60%
11/3/2016," 69,651.88 "," 70,029.63 "," 70,047.49 "," 69,629.83 ", 104.34M ,-0.29%
11/4/2016," 69,488.61 "," 69,677.61 "," 69,748.55 "," 69,355.54 ", 77.39M ,-0.23%
11/5/2016," 69,488.61 "," 69,677.61 "," 69,748.55 "," 69,355.54 ", 77.39M ,0.00%
11/6/2016," 69,488.61 "," 69,677.61 "," 69,748.55 "," 69,355.54 ", 77.39M ,0.00%
11/7/2016," 69,960.61 "," 69,593.24 "," 70,085.17 "," 69,543.50 ", 43.40M ,0.68%
11/8/2016," 70,090.06 "," 70,284.00 "," 70,732.95 "," 69,949.61 ", 133.75M ,0.19%
11/9/2016," 70,047.20 "," 69,409.87 "," 70,062.88 "," 68,670.98 ", 105.32M ,-0.06%
11/10/2016," 70,930.63 "," 70,221.13 "," 71,063.62 "," 70,221.13 ", 79.36M ,1.26%
11/11/2016," 71,319.79 "," 70,973.45 "," 71,519.72 "," 70,586.32 ", 81.63M ,0.55%
11/12/2016," 71,319.79 "," 70,973.45 "," 71,519.72 "," 70,586.32 ", 81.63M ,0.00%
11/13/2016," 71,319.79 "," 70,973.45 "," 71,519.72 "," 70,586.32 ", 81.63M ,0.00%
11/14/2016," 70,519.96 "," 71,537.46 "," 71,783.78 "," 70,377.63 ", 110.65M ,-1.12%
11/15/2016," 70,176.08 "," 70,563.82 "," 70,856.12 "," 70,074.59 ", 37.02M ,-0.49%
11/16/2016," 70,447.75 "," 70,339.03 "," 70,629.01 "," 70,133.07 ", 51.37M ,0.39%
11/17/2016," 70,615.37 "," 70,517.59 "," 70,891.20 "," 70,267.35 ", 56.48M ,0.24%
11/18/2016," 70,491.22 "," 70,717.86 "," 70,945.14 "," 70,374.47 ", 40.45M ,-0.18%
11/19/2016," 70,491.22 "," 70,717.86 "," 70,945.14 "," 70,374.47 ", 40.45M ,0.00%
11/20/2016," 70,491.22 "," 70,717.86 "," 70,945.14 "," 70,374.47 ", 40.45M ,0.00%
11/21/2016," 70,825.75 "," 70,562.52 "," 71,052.93 "," 70,562.27 ", 26.93M ,0.47%
11/22/2016," 71,562.44 "," 71,105.71 "," 71,738.00 "," 71,105.71 ", 69.35M ,1.04%
11/23/2016," 71,986.96 "," 71,821.92 "," 72,081.01 "," 71,536.03 ", 97.34M ,0.59%
11/24/2016," 72,134.08 "," 72,005.61 "," 72,562.57 "," 71,977.54 ", 76.00M ,0.20%
11/25/2016," 72,196.82 "," 72,207.09 "," 72,370.19 "," 71,979.63 ", 97.78M ,0.09%
11/26/2016," 72,196.82 "," 72,207.09 "," 72,370.19 "," 71,979.63 ", 97.78M ,0.00%
11/27/2016," 72,196.82 "," 72,207.09 "," 72,370.19 "," 71,979.63 ", 97.78M ,0.00%
11/28/2016," 72,145.44 "," 72,260.88 "," 72,524.19 "," 72,032.96 ", 62.49M ,-0.07%
11/29/2016," 71,886.58 "," 72,187.21 "," 72,636.96 "," 71,835.18 ", 93.36M ,-0.36%
11/30/2016," 71,431.72 "," 71,905.99 "," 72,006.34 "," 71,374.87 ", 62.68M ,-0.63%
12/1/2016," 72,390.64 "," 72,299.79 "," 72,793.58 "," 72,229.98 ", 98.10M ,1.34%
12/2/2016," 72,732.47 "," 72,523.76 "," 72,825.12 "," 72,348.31 ", 58.66M ,0.47%
12/3/2016," 72,732.47 "," 72,523.76 "," 72,825.12 "," 72,348.31 ", 58.66M ,0.00%
12/4/2016," 72,732.47 "," 72,523.76 "," 72,825.12 "," 72,348.31 ", 58.66M ,0.00%
12/5/2016," 73,669.99 "," 72,959.61 "," 73,767.15 "," 72,894.88 ", 72.88M ,1.29%
12/6/2016," 74,755.85 "," 73,845.76 "," 74,888.23 "," 73,845.76 ", 110.55M ,1.47%
12/7/2016," 75,513.52 "," 75,047.50 "," 75,610.99 "," 74,762.00 ", 125.40M ,1.01%
12/8/2016," 75,945.95 "," 75,729.05 "," 76,130.24 "," 75,032.16 ", 61.24M ,0.57%
12/9/2016," 77,320.38 "," 76,481.84 "," 77,614.09 "," 76,460.03 ", 107.00M ,1.81%
12/10/2016," 77,320.38 "," 76,481.84 "," 77,614.09 "," 76,460.03 ", 107.00M ,0.00%
12/11/2016," 77,320.38 "," 76,481.84 "," 77,614.09 "," 76,460.03 ", 107.00M ,0.00%
12/12/2016," 77,320.38 "," 76,481.84 "," 77,614.09 "," 76,460.03 ", 107.00M ,0.00%
12/13/2016," 78,399.24 "," 78,532.37 "," 78,960.98 "," 78,177.37 ", 86.50M ,1.40%
12/14/2016," 79,407.64 "," 78,759.30 "," 79,505.21 "," 78,395.34 ", 78.88M ,1.29%
12/15/2016," 79,562.33 "," 79,448.07 "," 80,215.28 "," 79,188.40 ", 69.06M ,0.19%
12/16/2016," 80,159.57 "," 79,718.12 "," 80,603.20 "," 79,355.98 ", 78.23M ,0.75%
12/17/2016," 80,159.57 "," 79,718.12 "," 80,603.20 "," 79,355.98 ", 78.23M ,0.00%
12/18/2016," 80,159.57 "," 79,718.12 "," 80,603.20 "," 79,355.98 ", 78.23M ,0.00%
12/19/2016," 80,716.69 "," 80,746.84 "," 81,212.33 "," 80,601.91 ", 53.08M ,0.70%
12/20/2016," 80,675.48 "," 80,846.94 "," 81,100.74 "," 80,409.86 ", 70.71M ,-0.05%
12/21/2016," 80,289.57 "," 80,927.64 "," 81,120.03 "," 79,039.78 ", 81.13M ,-0.48%
12/22/2016," 79,728.55 "," 80,324.28 "," 80,733.43 "," 79,610.84 ", 43.87M ,-0.70%
12/23/2016," 79,684.20 "," 79,805.71 "," 80,055.70 "," 79,310.96 ", 28.29M ,-0.06%
12/24/2016," 79,684.20 "," 79,805.71 "," 80,055.70 "," 79,310.96 ", 28.29M ,0.00%
12/25/2016," 79,684.20 "," 79,805.71 "," 80,055.70 "," 79,310.96 ", 28.29M ,0.00%
12/26/2016," 79,873.58 "," 79,737.56 "," 80,334.25 "," 79,713.00 ", 28.39M ,0.24%
12/27/2016," 80,366.83 "," 79,868.82 "," 80,416.17 "," 79,863.19 ", 46.31M ,0.62%
12/28/2016," 81,338.15 "," 80,578.48 "," 81,540.36 "," 80,578.48 ", 89.43M ,1.21%
12/29/2016," 81,917.18 "," 81,552.68 "," 82,057.24 "," 81,435.08 ", 124.65M ,0.71%
12/30/2016," 81,794.73 "," 81,903.27 "," 82,362.06 "," 81,690.48 ", 70.59M ,-0.15%
12/31/2016," 81,794.73 "," 81,903.27 "," 82,362.06 "," 81,690.48 ", 70.59M ,0.00%
1/1/2017," 81,794.73 "," 81,903.27 "," 82,362.06 "," 81,690.48 ", 70.59M ,0.00%
1/2/2017," 82,047.50 "," 82,067.21 "," 82,625.60 "," 81,981.71 ", 107.91M ,0.31%
1/3/2017," 83,761.75 "," 82,187.96 "," 83,936.74 "," 81,583.77 ", 141.56M ,2.09%
1/4/2017," 83,700.67 "," 83,752.39 "," 84,436.26 "," 83,479.28 ", 98.26M ,-0.07%
1/5/2017," 83,700.90 "," 83,774.21 "," 84,213.63 "," 83,555.83 ", 73.22M ,0.00%
1/6/2017," 84,073.87 "," 83,742.65 "," 84,272.11 "," 83,728.37 ", 77.43M ,0.45%
1/7/2017," 84,073.87 "," 83,742.65 "," 84,272.11 "," 83,728.37 ", 77.43M ,0.00%
1/8/2017," 84,073.87 "," 83,742.65 "," 84,272.11 "," 83,728.37 ", 77.43M ,0.00%
1/9/2017," 83,808.40 "," 84,046.75 "," 84,594.97 "," 83,681.90 ", 72.17M ,-0.32%
1/10/2017," 83,405.86 "," 83,557.68 "," 83,590.85 "," 82,883.43 ", 106.28M ,-0.48%
1/11/2017," 84,165.46 "," 83,425.49 "," 84,234.34 "," 83,403.64 ", 91.62M ,0.91%
1/12/2017," 84,586.50 "," 84,710.09 "," 85,273.23 "," 84,469.11 ", 103.12M ,0.50%
1/13/2017," 84,213.19 "," 84,842.46 "," 85,033.04 "," 84,074.99 ", 92.60M ,-0.44%
1/14/2017," 84,213.19 "," 84,842.46 "," 85,033.04 "," 84,074.99 ", 92.60M ,0.00%
1/15/2017," 84,213.19 "," 84,842.46 "," 85,033.04 "," 84,074.99 ", 92.60M ,0.00%
1/16/2017," 84,258.31 "," 84,762.64 "," 84,762.83 "," 83,829.39 ", 102.76M ,0.05%
1/17/2017," 83,858.25 "," 84,370.67 "," 84,487.61 "," 82,795.74 ", 88.64M ,-0.47%
1/18/2017," 83,525.73 "," 83,951.19 "," 84,286.76 "," 83,373.89 ", 76.95M ,-0.40%
1/19/2017," 84,099.07 "," 83,668.34 "," 84,236.72 "," 83,476.97 ", 97.05M ,0.69%
1/20/2017," 84,801.46 "," 84,124.70 "," 85,050.05 "," 84,124.70 ", 72.76M ,0.84%
1/21/2017," 84,801.46 "," 84,124.70 "," 85,050.05 "," 84,124.70 ", 72.76M ,0.00%
1/22/2017," 84,801.46 "," 84,124.70 "," 85,050.05 "," 84,124.70 ", 72.76M ,0.00%
1/23/2017," 85,886.15 "," 85,150.07 "," 85,977.69 "," 85,150.07 ", 273.38M ,1.28%
1/24/2017," 86,114.60 "," 85,930.52 "," 86,249.98 "," 85,403.13 ", 146.96M ,0.27%
1/25/2017," 85,723.57 "," 86,331.85 "," 86,550.90 "," 85,616.81 ", 75.56M ,-0.45%
1/26/2017," 86,359.20 "," 85,739.76 "," 86,488.74 "," 85,689.73 ", 115.10M ,0.74%
1/27/2017," 85,916.55 "," 86,410.22 "," 87,532.71 "," 85,794.72 ", 238.63M ,-0.51%
1/28/2017," 85,916.55 "," 86,410.22 "," 87,532.71 "," 85,794.72 ", 238.63M ,0.00%
1/29/2017," 85,916.55 "," 86,410.22 "," 87,532.71 "," 85,794.72 ", 238.63M ,0.00%
1/30/2017," 84,069.70 "," 86,163.65 "," 86,772.64 "," 83,715.39 ", 100.53M ,-2.15%
1/31/2017," 83,811.59 "," 83,919.84 "," 84,737.22 "," 83,103.67 ", 82.32M ,-0.31%
2/1/2017," 85,299.06 "," 84,321.92 "," 85,406.02 "," 84,321.92 ", 111.87M ,1.77%
2/2/2017," 85,785.85 "," 85,644.77 "," 86,214.07 "," 85,202.75 ", 93.23M ,0.57%
2/3/2017," 85,649.77 "," 85,859.84 "," 86,204.53 "," 85,443.72 ", 82.98M ,-0.16%
2/4/2017," 85,649.77 "," 85,859.84 "," 86,204.53 "," 85,443.72 ", 82.98M ,0.00%
2/5/2017," 85,649.77 "," 85,859.84 "," 86,204.53 "," 85,443.72 ", 82.98M ,0.00%
2/6/2017," 85,794.72 "," 85,842.43 "," 86,001.95 "," 85,626.44 ", 38.10M ,0.17%
2/7/2017," 86,088.67 "," 85,914.88 "," 86,259.52 "," 85,825.49 ", 52.18M ,0.34%
2/8/2017," 86,134.49 "," 86,259.04 "," 86,433.30 "," 85,848.04 ", 72.95M ,0.05%
2/9/2017," 86,040.40 "," 86,239.56 "," 86,688.82 "," 85,886.08 ", 149.46M ,-0.11%
2/10/2017," 85,954.75 "," 86,036.28 "," 86,366.83 "," 85,763.45 ", 51.15M ,-0.10%
2/11/2017," 85,954.75 "," 86,036.28 "," 86,366.83 "," 85,763.45 ", 51.15M ,0.00%
2/12/2017," 85,954.75 "," 86,036.28 "," 86,366.83 "," 85,763.45 ", 51.15M ,0.00%
2/13/2017," 86,198.91 "," 86,191.93 "," 86,727.64 "," 85,973.44 ", 64.91M ,0.28%
2/14/2017," 85,708.19 "," 86,205.42 "," 86,418.64 "," 85,320.25 ", 61.03M ,-0.57%
2/15/2017," 84,787.23 "," 85,796.57 "," 86,046.58 "," 84,642.78 ", 84.10M ,-1.07%
2/16/2017," 85,407.92 "," 84,988.77 "," 85,620.56 "," 84,799.72 ", 33.98M ,0.73%
2/17/2017," 84,889.40 "," 85,464.74 "," 86,218.15 "," 84,723.73 ", 93.72M ,-0.61%
2/18/2017," 84,889.40 "," 85,464.74 "," 86,218.15 "," 84,723.73 ", 93.72M ,0.00%
2/19/2017," 84,889.40 "," 85,464.74 "," 86,218.15 "," 84,723.73 ", 93.72M ,0.00%
2/20/2017," 83,687.65 "," 84,956.87 "," 85,460.07 "," 83,530.61 ", 63.44M ,-1.42%
2/21/2017," 83,877.43 "," 83,606.11 "," 84,093.98 "," 83,158.00 ", 65.99M ,0.23%
2/22/2017," 83,870.47 "," 84,191.17 "," 84,452.96 "," 83,396.37 ", 89.83M ,-0.01%
2/23/2017," 84,409.73 "," 83,960.02 "," 84,590.73 "," 82,829.77 ", 55.88M ,0.64%
2/24/2017," 84,327.56 "," 84,640.01 "," 84,890.43 "," 84,115.39 ", 65.97M ,-0.10%
2/25/2017," 84,327.56 "," 84,640.01 "," 84,890.43 "," 84,115.39 ", 65.97M ,0.00%
2/26/2017," 84,327.56 "," 84,640.01 "," 84,890.43 "," 84,115.39 ", 65.97M ,0.00%
2/27/2017," 83,584.09 "," 84,386.48 "," 84,637.10 "," 83,437.39 ", 44.17M ,-0.88%
2/28/2017," 83,568.66 "," 83,673.87 "," 83,843.46 "," 82,781.60 ", 41.74M ,-0.02%
3/1/2017," 84,207.88 "," 83,806.13 "," 84,367.91 "," 83,732.12 ", 43.72M ,0.76%
3/2/2017," 85,378.28 "," 84,644.55 "," 85,445.58 "," 84,644.55 ", 74.31M ,1.39%
3/3/2017," 85,020.40 "," 85,509.07 "," 85,515.60 "," 84,918.04 ", 67.70M ,-0.42%
3/4/2017," 85,020.40 "," 85,509.07 "," 85,515.60 "," 84,918.04 ", 67.70M ,0.00%
3/5/2017," 85,020.40 "," 85,509.07 "," 85,515.60 "," 84,918.04 ", 67.70M ,0.00%
3/6/2017," 84,760.17 "," 85,076.35 "," 85,419.57 "," 84,548.82 ", 40.73M ,-0.31%
3/7/2017," 84,539.26 "," 84,767.07 "," 84,767.07 "," 84,155.87 ", 60.96M ,-0.26%
3/8/2017," 84,929.07 "," 84,550.80 "," 85,116.82 "," 84,525.49 ", 54.66M ,0.46%
3/9/2017," 84,124.73 "," 84,880.12 "," 84,938.33 "," 83,777.29 ", 54.74M ,-0.95%
3/10/2017," 83,745.11 "," 84,065.90 "," 84,400.42 "," 83,291.14 ", 35.92M ,-0.45%
3/11/2017," 83,745.11 "," 84,065.90 "," 84,400.42 "," 83,291.14 ", 35.92M ,0.00%
3/12/2017," 83,745.11 "," 84,065.90 "," 84,400.42 "," 83,291.14 ", 35.92M ,0.00%
3/13/2017," 82,708.47 "," 83,652.93 "," 83,741.01 "," 82,611.37 ", 27.19M ,-1.24%
3/14/2017," 82,426.35 "," 82,696.07 "," 82,844.29 "," 81,670.67 ", 41.81M ,-0.34%
3/15/2017," 82,096.01 "," 82,611.77 "," 82,812.83 "," 81,856.99 ", 73.88M ,-0.40%
3/16/2017," 82,206.66 "," 82,175.57 "," 82,376.62 "," 81,375.63 ", 56.76M ,0.13%
3/17/2017," 82,114.74 "," 82,349.76 "," 82,907.61 "," 81,987.24 ", 48.99M ,-0.11%
3/18/2017," 82,114.74 "," 82,349.76 "," 82,907.61 "," 81,987.24 ", 48.99M ,0.00%
3/19/2017," 82,114.74 "," 82,349.76 "," 82,907.61 "," 81,987.24 ", 48.99M ,0.00%
3/20/2017," 82,736.35 "," 82,312.53 "," 82,860.21 "," 82,075.49 ", 29.08M ,0.76%
3/21/2017," 83,454.03 "," 82,769.51 "," 83,578.80 "," 82,759.56 ", 62.07M ,0.87%
3/22/2017," 83,416.30 "," 83,497.70 "," 83,594.33 "," 83,227.73 ", 74.70M ,-0.05%
3/23/2017," 83,416.30 "," 83,497.70 "," 83,594.33 "," 83,227.73 ", 74.70M ,0.00%
3/24/2017," 83,323.30 "," 83,593.70 "," 83,865.09 "," 83,268.83 ", 63.77M ,-0.11%
3/25/2017," 83,323.30 "," 83,593.70 "," 83,865.09 "," 83,268.83 ", 63.77M ,0.00%
3/26/2017," 83,323.30 "," 83,593.70 "," 83,865.09 "," 83,268.83 ", 63.77M ,0.00%
3/27/2017," 82,698.25 "," 83,410.06 "," 83,426.96 "," 82,588.38 ", 38.75M ,-0.75%
3/28/2017," 82,243.43 "," 82,682.03 "," 82,740.95 "," 82,183.08 ", 26.95M ,-0.55%
3/29/2017," 82,008.54 "," 82,365.32 "," 82,976.01 "," 81,819.36 ", 43.92M ,-0.29%
3/30/2017," 81,370.21 "," 82,297.55 "," 82,474.10 "," 81,171.05 ", 30.72M ,-0.78%
3/31/2017," 81,825.29 "," 81,530.82 "," 81,953.94 "," 81,054.94 ", 49.06M ,0.56%
4/1/2017," 81,825.29 "," 81,530.82 "," 81,953.94 "," 81,054.94 ", 49.06M ,0.00%
4/2/2017," 81,825.29 "," 81,530.82 "," 81,953.94 "," 81,054.94 ", 49.06M ,0.00%
4/3/2017," 81,918.94 "," 81,874.09 "," 82,337.61 "," 81,761.89 ", 28.28M ,0.11%
4/4/2017," 81,895.77 "," 81,933.66 "," 82,275.75 "," 81,820.47 ", 21.41M ,-0.03%
4/5/2017," 81,322.14 "," 82,056.30 "," 82,108.42 "," 81,228.86 ", 30.42M ,-0.70%
4/6/2017," 81,251.24 "," 81,305.60 "," 81,521.86 "," 81,000.54 ", 21.08M ,-0.09%
4/7/2017," 82,017.81 "," 81,459.82 "," 82,123.23 "," 81,394.92 ", 24.28M ,0.94%
4/8/2017," 82,017.81 "," 81,459.82 "," 82,123.23 "," 81,394.92 ", 24.28M ,0.00%
4/9/2017," 82,017.81 "," 81,459.82 "," 82,123.23 "," 81,394.92 ", 24.28M ,0.00%
4/10/2017," 82,083.46 "," 81,980.05 "," 82,409.70 "," 81,779.60 ", 23.72M ,0.08%
4/11/2017," 82,610.00 "," 81,941.91 "," 82,655.01 "," 81,917.64 ", 15.79M ,0.64%
4/12/2017," 83,098.25 "," 82,684.15 "," 83,270.43 "," 82,684.15 ", 32.68M ,0.59%
4/13/2017," 82,186.50 "," 83,238.83 "," 83,331.08 "," 82,077.75 ", 35.46M ,-1.10%
4/14/2017," 81,462.91 "," 82,028.63 "," 82,338.96 "," 81,374.25 ", 32.85M ,-0.88%
4/15/2017," 81,462.91 "," 82,028.63 "," 82,338.96 "," 81,374.25 ", 32.85M ,0.00%
4/16/2017," 81,462.91 "," 82,028.63 "," 82,338.96 "," 81,374.25 ", 32.85M ,0.00%
4/17/2017," 80,747.79 "," 81,419.15 "," 81,515.13 "," 80,072.86 ", 28.10M ,-0.88%
4/18/2017," 80,545.98 "," 80,715.21 "," 80,952.71 "," 80,208.39 ", 41.23M ,-0.25%
4/19/2017," 82,380.51 "," 79,295.92 "," 82,685.29 "," 78,750.67 ", 69.46M ,2.28%
4/20/2017," 84,313.63 "," 82,172.05 "," 86,088.00 "," 81,761.37 ", 104.71M ,2.35%
4/21/2017," 86,458.65 "," 84,563.45 "," 86,552.66 "," 84,535.43 ", 70.06M ,2.54%
4/22/2017," 86,458.65 "," 84,563.45 "," 86,552.66 "," 84,535.43 ", 70.06M ,0.00%
4/23/2017," 86,458.65 "," 84,563.45 "," 86,552.66 "," 84,535.43 ", 70.06M ,0.00%
4/24/2017," 87,200.41 "," 86,685.50 "," 87,482.05 "," 86,144.56 ", 63.04M ,0.86%
4/25/2017," 86,154.93 "," 87,406.58 "," 87,544.84 "," 85,781.28 ", 73.78M ,-1.20%
4/26/2017," 85,851.92 "," 86,153.03 "," 86,217.47 "," 85,414.99 ", 58.48M ,-0.35%
4/27/2017," 85,107.52 "," 85,977.04 "," 86,089.48 "," 85,044.40 ", 46.11M ,-0.87%
4/28/2017," 84,468.18 "," 85,065.05 "," 85,327.62 "," 84,302.06 ", 49.99M ,-0.75%
4/29/2017," 84,468.18 "," 85,065.05 "," 85,327.62 "," 84,302.06 ", 49.99M ,0.00%
4/30/2017," 84,468.18 "," 85,065.05 "," 85,327.62 "," 84,302.06 ", 49.99M ,0.00%
5/1/2017," 84,468.18 "," 85,065.05 "," 85,327.62 "," 84,302.06 ", 49.99M ,0.00%
5/2/2017," 83,129.49 "," 84,094.71 "," 84,433.85 "," 83,077.09 ", 37.90M ,-1.58%
5/3/2017," 83,006.00 "," 83,236.84 "," 83,789.14 "," 82,806.40 ", 64.25M ,-0.15%
5/4/2017," 83,988.13 "," 82,976.40 "," 84,309.98 "," 82,976.40 ", 49.56M ,1.18%
5/5/2017," 84,564.23 "," 83,714.65 "," 85,096.49 "," 83,666.85 ", 58.02M ,0.69%
5/6/2017," 84,564.23 "," 83,714.65 "," 85,096.49 "," 83,666.85 ", 58.02M ,0.00%
5/7/2017," 84,564.23 "," 83,714.65 "," 85,096.49 "," 83,666.85 ", 58.02M ,0.00%
5/8/2017," 86,120.22 "," 84,705.81 "," 86,317.08 "," 84,705.81 ", 52.47M ,1.84%
5/9/2017," 86,442.47 "," 86,470.34 "," 87,273.65 "," 86,291.96 ", 78.13M ,0.37%
5/10/2017," 86,248.86 "," 86,523.02 "," 86,769.86 "," 85,853.06 ", 44.79M ,-0.22%
5/11/2017," 87,192.65 "," 86,671.77 "," 87,322.04 "," 86,671.77 ", 44.75M ,1.09%
5/12/2017," 87,834.77 "," 87,241.77 "," 88,035.20 "," 87,184.69 ", 51.87M ,0.74%
5/13/2017," 87,834.77 "," 87,241.77 "," 88,035.20 "," 87,184.69 ", 51.87M ,0.00%
5/14/2017," 87,834.77 "," 87,241.77 "," 88,035.20 "," 87,184.69 ", 51.87M ,0.00%
5/15/2017," 89,120.05 "," 88,349.05 "," 89,509.47 "," 88,349.05 ", 55.78M ,1.46%
5/16/2017," 88,387.20 "," 90,062.00 "," 90,095.74 "," 88,289.41 ", 59.01M ,-0.82%
5/17/2017," 88,091.97 "," 88,422.88 "," 88,555.53 "," 87,958.39 ", 32.63M ,-0.33%
5/18/2017," 86,756.41 "," 88,207.46 "," 88,259.34 "," 86,643.65 ", 30.99M ,-1.52%
5/19/2017," 86,365.52 "," 86,949.61 "," 87,228.09 "," 86,251.72 ", 32.05M ,-0.45%
5/20/2017," 86,365.52 "," 86,949.61 "," 87,228.09 "," 86,251.72 ", 32.05M ,0.00%
5/21/2017," 86,365.52 "," 86,949.61 "," 87,228.09 "," 86,251.72 ", 32.05M ,0.00%
5/22/2017," 87,615.21 "," 86,560.46 "," 87,750.27 "," 86,418.19 ", 24.71M ,1.45%
5/23/2017," 89,115.95 "," 87,802.94 "," 89,318.44 "," 87,793.27 ", 53.05M ,1.71%
5/24/2017," 90,677.57 "," 89,141.40 "," 91,022.87 "," 89,141.40 ", 73.21M ,1.75%
5/25/2017," 91,145.45 "," 91,057.94 "," 91,508.66 "," 90,597.71 ", 81.05M ,0.52%
5/26/2017," 90,648.19 "," 90,873.15 "," 90,975.28 "," 90,284.90 ", 54.24M ,-0.55%
5/27/2017," 90,648.19 "," 90,873.15 "," 90,975.28 "," 90,284.90 ", 54.24M ,0.00%
5/28/2017," 90,648.19 "," 90,873.15 "," 90,975.28 "," 90,284.90 ", 54.24M ,0.00%
5/29/2017," 90,015.85 "," 90,107.28 "," 90,561.73 "," 89,724.31 ", 32.33M ,-0.70%
5/30/2017," 89,003.07 "," 90,085.04 "," 90,795.98 "," 88,615.16 ", 38.49M ,-1.13%
5/31/2017," 87,447.53 "," 88,994.32 "," 88,994.32 "," 86,579.90 ", 154.78M ,-1.75%
6/1/2017," 84,012.95 "," 87,143.01 "," 87,587.25 "," 83,060.46 ", 113.83M ,-3.93%
6/2/2017," 83,689.92 "," 83,632.08 "," 84,449.35 "," 81,197.70 ", 51.00M ,-0.38%
6/3/2017," 83,689.92 "," 83,632.08 "," 84,449.35 "," 81,197.70 ", 51.00M ,0.00%
6/4/2017," 83,689.92 "," 83,632.08 "," 84,449.35 "," 81,197.70 ", 51.00M ,0.00%
6/5/2017," 86,428.96 "," 84,131.42 "," 86,523.46 "," 84,131.42 ", 47.82M ,3.27%
6/6/2017," 86,215.99 "," 86,804.12 "," 86,804.20 "," 85,994.36 ", 44.98M ,-0.25%
6/7/2017," 86,268.10 "," 86,251.97 "," 86,505.33 "," 85,783.48 ", 28.68M ,0.06%
6/8/2017," 85,960.85 "," 86,002.68 "," 86,371.05 "," 85,680.43 ", 29.24M ,-0.36%
6/9/2017," 85,335.55 "," 85,939.05 "," 86,046.82 "," 85,146.97 ", 15.38M ,-0.73%
6/10/2017," 85,335.55 "," 85,939.05 "," 86,046.82 "," 85,146.97 ", 15.38M ,0.00%
6/11/2017," 85,335.55 "," 85,939.05 "," 86,046.82 "," 85,146.97 ", 15.38M ,0.00%
6/12/2017," 81,518.35 "," 85,097.08 "," 85,097.08 "," 81,383.26 ", 28.53M ,-4.47%
6/13/2017," 82,006.77 "," 81,120.59 "," 82,986.32 "," 80,221.44 ", 46.32M ,0.60%
6/14/2017," 80,734.39 "," 82,334.42 "," 82,925.31 "," 80,549.91 ", 29.05M ,-1.55%
