Date, Price , Open , High , Low , Vol. ,Change %
9/28/2012," 27,458.04 "," 47,795.40 "," 47,795.40 "," 47,795.40 ", -   ,0.96%
9/29/2012," 27,458.04 "," 47,795.40 "," 47,795.40 "," 47,795.40 ", -   ,0.00%
9/30/2012," 27,458.04 "," 47,795.40 "," 47,795.40 "," 47,795.40 ", -   ,0.00%
10/1/2012," 27,883.37 "," 47,795.40 "," 47,795.40 "," 47,795.40 ", -   ,1.55%
10/2/2012," 28,087.30 "," 49,716.77 "," 49,716.77 "," 49,716.77 ", -   ,0.73%
10/3/2012," 28,262.12 "," 49,716.77 "," 49,716.77 "," 49,716.77 ", -   ,0.62%
10/4/2012," 28,366.57 "," 51,008.89 "," 51,008.89 "," 51,008.89 ", -   ,0.37%
10/5/2012," 28,175.43 "," 51,008.89 "," 51,008.89 "," 51,008.89 ", -   ,-0.67%
10/6/2012," 28,175.43 "," 51,008.89 "," 51,008.89 "," 51,008.89 ", -   ,0.00%
10/7/2012," 28,175.43 "," 51,008.89 "," 51,008.89 "," 51,008.89 ", -   ,0.00%
10/8/2012," 27,857.70 "," 52,805.63 "," 52,805.63 "," 52,805.63 ", -   ,-1.13%
10/9/2012," 27,987.80 "," 52,805.63 "," 52,805.63 "," 52,805.63 ", -   ,0.47%
10/10/2012," 27,941.18 "," 55,326.86 "," 55,326.86 "," 55,326.86 ", -   ,-0.17%
10/11/2012," 27,910.52 "," 55,326.86 "," 55,326.86 "," 55,326.86 ", -   ,-0.11%
10/12/2012," 27,632.35 "," 54,589.47 "," 54,589.47 "," 54,589.47 ", -   ,-1.00%
10/13/2012," 27,632.35 "," 54,589.47 "," 54,589.47 "," 54,589.47 ", -   ,0.00%
10/14/2012," 27,632.35 "," 54,589.47 "," 54,589.47 "," 54,589.47 ", -   ,0.00%
10/15/2012," 27,686.77 "," 54,769.39 "," 54,769.39 "," 54,769.39 ", -   ,0.20%
10/16/2012," 27,570.06 "," 56,081.13 "," 56,081.13 "," 56,081.13 ", -   ,-0.42%
10/17/2012," 27,524.53 "," 56,081.13 "," 56,081.13 "," 56,081.13 ", -   ,-0.17%
10/18/2012," 27,595.47 "," 58,944.35 "," 58,944.35 "," 58,944.35 ", -   ,0.26%
10/19/2012," 27,792.12 "," 58,944.35 "," 58,944.35 "," 58,944.35 ", -   ,0.71%
10/20/2012," 27,792.12 "," 58,944.35 "," 58,944.35 "," 58,944.35 ", -   ,0.00%
10/21/2012," 27,792.12 "," 58,944.35 "," 58,944.35 "," 58,944.35 ", -   ,0.00%
10/22/2012," 27,766.57 "," 61,513.51 "," 61,513.51 "," 61,513.51 ", -   ,-0.09%
10/23/2012," 27,775.30 "," 61,513.51 "," 61,513.51 "," 61,513.51 ", -   ,0.03%
10/24/2012," 27,750.90 "," 62,713.95 "," 62,713.95 "," 62,713.95 ", -   ,-0.09%
10/25/2012," 27,631.98 "," 62,713.95 "," 62,713.95 "," 62,713.95 ", -   ,-0.43%
10/26/2012," 27,631.98 "," 62,713.95 "," 62,713.95 "," 62,713.95 ", -   ,0.00%
10/27/2012," 27,631.98 "," 62,713.95 "," 62,713.95 "," 62,713.95 ", -   ,0.00%
10/28/2012," 27,631.98 "," 62,713.95 "," 62,713.95 "," 62,713.95 ", -   ,0.00%
10/29/2012," 27,631.98 "," 62,713.95 "," 62,713.95 "," 62,713.95 ", -   ,0.00%
10/30/2012," 27,600.37 "," 65,875.09 "," 65,875.09 "," 65,875.09 ", -   ,-0.11%
10/31/2012," 27,821.39 "," 65,875.09 "," 65,875.09 "," 65,875.09 ", -   ,0.80%
11/1/2012," 27,984.00 "," 65,204.38 "," 65,204.38 "," 65,204.38 ", -   ,0.58%
11/2/2012," 28,314.86 "," 65,952.84 "," 65,952.84 "," 65,952.84 ", -   ,1.18%
11/3/2012," 28,314.86 "," 65,952.84 "," 65,952.84 "," 65,952.84 ", -   ,0.00%
11/4/2012," 28,314.86 "," 65,952.84 "," 65,952.84 "," 65,952.84 ", -   ,0.00%
11/5/2012," 28,270.01 "," 68,878.39 "," 68,878.39 "," 68,878.39 ", -   ,-0.16%
11/6/2012," 28,107.20 "," 70,790.23 "," 70,790.23 "," 70,790.23 ", -   ,-0.58%
11/7/2012," 28,350.76 "," 70,790.23 "," 70,790.23 "," 70,790.23 ", -   ,0.87%
11/8/2012," 28,319.98 "," 70,276.42 "," 70,276.42 "," 70,276.42 ", -   ,-0.11%
11/9/2012," 28,319.98 "," 70,276.42 "," 70,276.42 "," 70,276.42 ", -   ,0.00%
11/10/2012," 28,319.98 "," 70,276.42 "," 70,276.42 "," 70,276.42 ", -   ,0.00%
11/11/2012," 28,319.98 "," 70,276.42 "," 70,276.42 "," 70,276.42 ", -   ,0.00%
11/12/2012," 28,271.00 "," 67,075.02 "," 67,075.02 "," 67,075.02 ", -   ,-0.17%
11/13/2012," 28,116.26 "," 67,075.02 "," 67,075.02 "," 67,075.02 ", -   ,-0.55%
11/14/2012," 28,145.14 "," 65,561.14 "," 65,561.14 "," 65,561.14 ", -   ,0.10%
11/15/2012," 28,166.68 "," 63,911.66 "," 63,911.66 "," 63,911.66 ", -   ,0.08%
11/16/2012," 28,209.64 "," 63,911.66 "," 63,911.66 "," 63,911.66 ", -   ,0.15%
11/17/2012," 28,209.64 "," 63,911.66 "," 63,911.66 "," 63,911.66 ", -   ,0.00%
11/18/2012," 28,209.64 "," 63,911.66 "," 63,911.66 "," 63,911.66 ", -   ,0.00%
11/19/2012," 28,293.10 "," 63,541.78 "," 63,541.78 "," 63,541.78 ", -   ,0.30%
11/20/2012," 28,318.02 "," 63,541.78 "," 63,541.78 "," 63,541.78 ", -   ,0.09%
11/21/2012," 28,247.94 "," 59,433.31 "," 59,433.31 "," 59,433.31 ", -   ,-0.25%
11/22/2012," 28,265.34 "," 59,433.31 "," 59,433.31 "," 59,433.31 ", -   ,0.06%
11/23/2012," 28,210.26 "," 60,180.29 "," 60,180.29 "," 60,180.29 ", -   ,-0.19%
11/24/2012," 28,210.26 "," 60,180.29 "," 60,180.29 "," 60,180.29 ", -   ,0.00%
11/25/2012," 28,210.26 "," 60,180.29 "," 60,180.29 "," 60,180.29 ", -   ,0.00%
11/26/2012," 28,234.52 "," 55,908.04 "," 55,908.04 "," 55,908.04 ", -   ,0.09%
11/27/2012," 28,408.58 "," 47,460.44 "," 47,460.44 "," 47,460.44 ", -   ,0.62%
11/28/2012," 28,468.15 "," 47,460.44 "," 47,460.44 "," 47,460.44 ", -   ,0.21%
11/29/2012," 28,576.20 "," 47,460.44 "," 47,460.44 "," 47,460.44 ", -   ,0.38%
11/30/2012," 28,516.64 "," 43,055.24 "," 43,055.24 "," 43,055.24 ", -   ,-0.21%
12/1/2012," 28,516.64 "," 43,055.24 "," 43,055.24 "," 43,055.24 ", -   ,0.00%
12/2/2012," 28,516.64 "," 43,055.24 "," 43,055.24 "," 43,055.24 ", -   ,0.00%
12/3/2012," 28,463.31 "," 49,722.53 "," 49,722.53 "," 49,722.53 ", -   ,-0.19%
12/4/2012," 28,617.59 "," 50,588.97 "," 50,588.97 "," 50,588.97 ", -   ,0.54%
12/5/2012," 28,573.86 "," 50,588.97 "," 50,588.97 "," 50,588.97 ", -   ,-0.15%
12/6/2012," 28,780.76 "," 52,582.10 "," 52,582.10 "," 52,582.10 ", -   ,0.72%
12/7/2012," 28,719.54 "," 52,582.10 "," 52,582.10 "," 52,582.10 ", -   ,-0.21%
12/8/2012," 28,719.54 "," 52,582.10 "," 52,582.10 "," 52,582.10 ", -   ,0.00%
12/9/2012," 28,719.54 "," 52,582.10 "," 52,582.10 "," 52,582.10 ", -   ,0.00%
12/10/2012," 28,617.13 "," 55,529.38 "," 55,529.38 "," 55,529.38 ", -   ,-0.36%
12/11/2012," 28,570.09 "," 55,529.38 "," 55,529.38 "," 55,529.38 ", -   ,-0.16%
12/12/2012," 28,693.96 "," 55,529.38 "," 55,529.38 "," 55,529.38 ", -   ,0.43%
12/13/2012," 28,825.72 "," 54,098.60 "," 54,098.60 "," 54,098.60 ", -   ,0.46%
12/14/2012," 28,873.45 "," 54,098.60 "," 54,098.60 "," 54,098.60 ", -   ,0.17%
12/15/2012," 28,873.45 "," 54,098.60 "," 54,098.60 "," 54,098.60 ", -   ,0.00%
12/16/2012," 28,873.45 "," 54,098.60 "," 54,098.60 "," 54,098.60 ", -   ,0.00%
12/17/2012," 28,815.76 "," 55,100.70 "," 55,100.70 "," 55,100.70 ", -   ,-0.20%
12/18/2012," 28,822.02 "," 55,100.70 "," 55,100.70 "," 55,100.70 ", -   ,0.02%
12/19/2012," 28,976.90 "," 55,100.70 "," 55,100.70 "," 55,100.70 ", -   ,0.54%
12/20/2012," 29,032.28 "," 55,100.70 "," 55,100.70 "," 55,100.70 ", -   ,0.19%
12/21/2012," 28,969.97 "," 55,100.70 "," 55,100.70 "," 55,100.70 ", -   ,-0.21%
12/22/2012," 28,969.97 "," 55,100.70 "," 55,100.70 "," 55,100.70 ", -   ,0.00%
12/23/2012," 28,969.97 "," 55,100.70 "," 55,100.70 "," 55,100.70 ", -   ,0.00%
12/24/2012," 29,058.43 "," 55,171.67 "," 55,171.67 "," 55,171.67 ", -   ,0.31%
12/25/2012," 29,058.43 "," 55,171.67 "," 55,171.67 "," 55,171.67 ", -   ,0.00%
12/26/2012," 29,152.99 "," 55,175.14 "," 55,175.14 "," 55,175.14 ", -   ,0.33%
12/27/2012," 29,097.90 "," 55,122.48 "," 55,122.48 "," 55,122.48 ", -   ,-0.19%
12/28/2012," 29,231.02 "," 55,122.48 "," 55,122.48 "," 55,122.48 ", -   ,0.46%
12/29/2012," 29,231.02 "," 55,122.48 "," 55,122.48 "," 55,122.48 ", -   ,0.00%
12/30/2012," 29,231.02 "," 55,122.48 "," 55,122.48 "," 55,122.48 ", -   ,0.00%
12/31/2012," 29,125.55 "," 54,584.65 "," 54,584.65 "," 54,584.65 ", -   ,-0.36%
1/1/2013," 28,970.87 "," 54,584.65 "," 54,584.65 "," 54,584.65 ", -   ,-0.53%
1/2/2013," 28,561.73 "," 56,459.32 "," 56,459.32 "," 56,459.32 ", -   ,-1.41%
1/3/2013," 28,683.84 "," 56,459.32 "," 56,459.32 "," 56,459.32 ", -   ,0.43%
1/4/2013," 28,769.07 "," 57,654.37 "," 57,654.37 "," 57,654.37 ", -   ,0.30%
1/5/2013," 28,769.07 "," 57,654.37 "," 57,654.37 "," 57,654.37 ", -   ,0.00%
1/6/2013," 28,769.07 "," 57,654.37 "," 57,654.37 "," 57,654.37 ", -   ,0.00%
1/7/2013," 28,501.06 "," 60,264.78 "," 60,264.78 "," 60,264.78 ", -   ,-0.93%
1/8/2013," 28,715.22 "," 59,947.61 "," 59,947.61 "," 59,947.61 ", -   ,0.75%
1/9/2013," 28,906.15 "," 59,947.61 "," 59,947.61 "," 59,947.61 ", -   ,0.66%
1/10/2013," 28,571.26 "," 63,107.65 "," 63,107.65 "," 63,107.65 ", -   ,-1.16%
1/11/2013," 28,725.81 "," 63,107.65 "," 63,107.65 "," 63,107.65 ", -   ,0.54%
1/12/2013," 28,725.81 "," 63,107.65 "," 63,107.65 "," 63,107.65 ", -   ,0.00%
1/13/2013," 28,725.81 "," 63,107.65 "," 63,107.65 "," 63,107.65 ", -   ,0.00%
1/14/2013," 28,732.43 "," 64,060.43 "," 64,060.43 "," 64,060.43 ", -   ,0.02%
1/15/2013," 27,997.61 "," 64,483.33 "," 64,483.33 "," 64,483.33 ", -   ,-2.56%
1/16/2013," 28,135.02 "," 64,483.33 "," 64,483.33 "," 64,483.33 ", -   ,0.49%
1/17/2013," 28,216.47 "," 64,483.33 "," 64,483.33 "," 64,483.33 ", -   ,0.29%
1/18/2013," 28,734.19 "," 63,724.77 "," 63,724.77 "," 63,724.77 ", -   ,1.83%
1/19/2013," 28,734.19 "," 63,724.77 "," 63,724.77 "," 63,724.77 ", -   ,0.00%
1/20/2013," 28,734.19 "," 63,724.77 "," 63,724.77 "," 63,724.77 ", -   ,0.00%
1/21/2013," 28,781.00 "," 65,322.37 "," 65,322.37 "," 65,322.37 ", -   ,0.16%
1/22/2013," 29,228.81 "," 67,522.28 "," 67,522.28 "," 67,522.28 ", -   ,1.56%
1/23/2013," 29,174.64 "," 67,522.28 "," 67,522.28 "," 67,522.28 ", -   ,-0.19%
1/24/2013," 29,473.28 "," 67,986.88 "," 67,986.88 "," 67,986.88 ", -   ,1.02%
1/25/2013," 29,473.28 "," 67,986.88 "," 67,986.88 "," 67,986.88 ", -   ,0.00%
1/26/2013," 29,473.28 "," 67,986.88 "," 67,986.88 "," 67,986.88 ", -   ,0.00%
1/27/2013," 29,473.28 "," 67,986.88 "," 67,986.88 "," 67,986.88 ", -   ,0.00%
1/28/2013," 29,367.36 "," 66,558.61 "," 66,558.61 "," 66,558.61 ", -   ,-0.36%
1/29/2013," 29,622.70 "," 66,558.61 "," 66,558.61 "," 66,558.61 ", -   ,0.87%
1/30/2013," 29,668.97 "," 63,394.82 "," 63,394.82 "," 63,394.82 ", -   ,0.16%
1/31/2013," 29,695.20 "," 63,394.82 "," 63,394.82 "," 63,394.82 ", -   ,0.09%
2/1/2013," 29,748.23 "," 65,270.65 "," 65,270.65 "," 65,270.65 ", -   ,0.18%
2/2/2013," 29,748.23 "," 65,270.65 "," 65,270.65 "," 65,270.65 ", -   ,0.00%
2/3/2013," 29,748.23 "," 65,270.65 "," 65,270.65 "," 65,270.65 ", -   ,0.00%
2/4/2013," 29,806.21 "," 63,763.29 "," 63,763.29 "," 63,763.29 ", -   ,0.19%
2/5/2013," 29,806.21 "," 63,763.29 "," 63,763.29 "," 63,763.29 ", -   ,0.00%
2/6/2013," 30,125.99 "," 65,934.72 "," 65,934.72 "," 65,934.72 ", -   ,1.07%
2/7/2013," 30,132.64 "," 63,496.69 "," 63,496.69 "," 63,496.69 ", -   ,0.02%
2/8/2013," 30,290.67 "," 63,496.69 "," 63,496.69 "," 63,496.69 ", -   ,0.52%
2/9/2013," 30,290.67 "," 63,496.69 "," 63,496.69 "," 63,496.69 ", -   ,0.00%
2/10/2013," 30,290.67 "," 63,496.69 "," 63,496.69 "," 63,496.69 ", -   ,0.00%
2/11/2013," 30,442.89 "," 65,175.55 "," 65,175.55 "," 65,175.55 ", -   ,0.50%
2/12/2013," 30,479.65 "," 64,746.92 "," 64,746.92 "," 64,746.92 ", -   ,0.12%
2/13/2013," 30,636.42 "," 64,746.92 "," 64,746.92 "," 64,746.92 ", -   ,0.51%
2/14/2013," 30,780.27 "," 64,009.77 "," 64,009.77 "," 64,009.77 ", -   ,0.47%
2/15/2013," 30,889.03 "," 64,009.77 "," 64,009.77 "," 64,009.77 ", -   ,0.35%
2/16/2013," 30,889.03 "," 64,009.77 "," 64,009.77 "," 64,009.77 ", -   ,0.00%
2/17/2013," 30,889.03 "," 64,009.77 "," 64,009.77 "," 64,009.77 ", -   ,0.00%
2/18/2013," 31,006.92 "," 68,296.61 "," 68,296.61 "," 68,296.61 ", -   ,0.38%
2/19/2013," 30,847.12 "," 68,296.61 "," 68,296.61 "," 68,296.61 ", -   ,-0.52%
2/20/2013," 31,121.73 "," 69,018.63 "," 69,018.63 "," 69,018.63 ", -   ,0.89%
2/21/2013," 31,124.98 "," 69,018.63 "," 69,018.63 "," 69,018.63 ", -   ,0.01%
2/22/2013," 31,228.10 "," 71,646.60 "," 71,646.60 "," 71,646.60 ", -   ,0.33%
2/23/2013," 31,228.10 "," 71,646.60 "," 71,646.60 "," 71,646.60 ", -   ,0.00%
2/24/2013," 31,228.10 "," 71,646.60 "," 71,646.60 "," 71,646.60 ", -   ,0.00%
2/25/2013," 31,161.25 "," 70,749.26 "," 70,749.26 "," 70,749.26 ", -   ,-0.21%
2/26/2013," 31,024.15 "," 70,749.26 "," 70,749.26 "," 70,749.26 ", -   ,-0.44%
2/27/2013," 31,388.20 "," 72,454.84 "," 72,454.84 "," 72,454.84 ", -   ,1.17%
2/28/2013," 31,362.24 "," 72,454.84 "," 72,454.84 "," 72,454.84 ", -   ,-0.08%
3/1/2013," 31,452.96 "," 73,990.13 "," 73,990.13 "," 73,990.13 ", -   ,0.29%
3/2/2013," 31,452.96 "," 73,990.13 "," 73,990.13 "," 73,990.13 ", -   ,0.00%
3/3/2013," 31,452.96 "," 73,990.13 "," 73,990.13 "," 73,990.13 ", -   ,0.00%
3/4/2013," 31,371.04 "," 73,741.98 "," 73,741.98 "," 73,741.98 ", -   ,-0.26%
3/5/2013," 31,386.17 "," 72,850.19 "," 72,850.19 "," 72,850.19 ", -   ,0.05%
3/6/2013," 31,304.18 "," 72,850.19 "," 72,850.19 "," 72,850.19 ", -   ,-0.26%
3/7/2013," 31,321.37 "," 74,222.76 "," 74,222.76 "," 74,222.76 ", -   ,0.05%
3/8/2013," 31,215.45 "," 74,222.76 "," 74,222.76 "," 74,222.76 ", -   ,-0.34%
3/9/2013," 31,215.45 "," 74,222.76 "," 74,222.76 "," 74,222.76 ", -   ,0.00%
3/10/2013," 31,215.45 "," 74,222.76 "," 74,222.76 "," 74,222.76 ", -   ,0.00%
3/11/2013," 30,431.84 "," 76,326.91 "," 76,326.91 "," 76,326.91 ", -   ,-2.51%
3/12/2013," 30,994.19 "," 75,470.77 "," 75,470.77 "," 75,470.77 ", -   ,1.85%
3/13/2013," 30,830.20 "," 75,470.77 "," 75,470.77 "," 75,470.77 ", -   ,-0.53%
3/14/2013," 30,735.76 "," 76,623.00 "," 76,623.00 "," 76,623.00 ", -   ,-0.31%
3/15/2013," 30,636.74 "," 76,623.00 "," 76,623.00 "," 76,623.00 ", -   ,-0.32%
3/16/2013," 30,636.74 "," 76,623.00 "," 76,623.00 "," 76,623.00 ", -   ,0.00%
3/17/2013," 30,636.74 "," 76,623.00 "," 76,623.00 "," 76,623.00 ", -   ,0.00%
3/18/2013," 30,624.67 "," 76,412.89 "," 76,412.89 "," 76,412.89 ", -   ,-0.04%
3/19/2013," 30,950.33 "," 76,412.89 "," 76,412.89 "," 76,412.89 ", -   ,1.06%
3/20/2013," 30,976.34 "," 72,524.63 "," 72,524.63 "," 72,524.63 ", -   ,0.08%
3/21/2013," 31,222.09 "," 72,524.63 "," 72,524.63 "," 72,524.63 ", -   ,0.79%
3/22/2013," 31,311.31 "," 73,816.55 "," 73,816.55 "," 73,816.55 ", -   ,0.29%
3/23/2013," 31,311.31 "," 73,816.55 "," 73,816.55 "," 73,816.55 ", -   ,0.00%
3/24/2013," 31,311.31 "," 73,816.55 "," 73,816.55 "," 73,816.55 ", -   ,0.00%
3/25/2013," 31,297.22 "," 74,401.43 "," 74,401.43 "," 74,401.43 ", -   ,-0.04%
3/26/2013," 31,222.45 "," 74,401.43 "," 74,401.43 "," 74,401.43 ", -   ,-0.24%
3/27/2013," 31,210.54 "," 73,105.36 "," 73,105.36 "," 73,105.36 ", -   ,-0.04%
3/28/2013," 31,401.48 "," 73,105.36 "," 73,105.36 "," 73,105.36 ", -   ,0.61%
3/29/2013," 31,598.72 "," 74,473.25 "," 74,473.25 "," 74,473.25 ", -   ,0.63%
3/30/2013," 31,598.72 "," 74,473.25 "," 74,473.25 "," 74,473.25 ", -   ,0.00%
3/31/2013," 31,598.72 "," 74,473.25 "," 74,473.25 "," 74,473.25 ", -   ,0.00%
4/1/2013," 32,096.85 "," 74,279.69 "," 74,279.69 "," 74,279.69 ", -   ,1.58%
4/2/2013," 32,311.44 "," 72,513.98 "," 72,513.98 "," 72,513.98 ", -   ,0.67%
4/3/2013," 32,919.03 "," 72,513.98 "," 72,513.98 "," 72,513.98 ", -   ,1.88%
4/4/2013," 32,941.28 "," 71,476.99 "," 71,476.99 "," 71,476.99 ", -   ,0.07%
4/5/2013," 32,934.50 "," 71,476.99 "," 71,476.99 "," 71,476.99 ", -   ,-0.02%
4/6/2013," 32,934.50 "," 71,476.99 "," 71,476.99 "," 71,476.99 ", -   ,0.00%
4/7/2013," 32,934.50 "," 71,476.99 "," 71,476.99 "," 71,476.99 ", -   ,0.00%
4/8/2013," 32,990.87 "," 73,136.12 "," 73,136.12 "," 73,136.12 ", -   ,0.17%
4/9/2013," 33,062.01 "," 73,136.12 "," 73,136.12 "," 73,136.12 ", -   ,0.22%
4/10/2013," 33,065.32 "," 73,136.12 "," 73,136.12 "," 73,136.12 ", -   ,0.01%
4/11/2013," 33,121.22 "," 73,136.12 "," 73,136.12 "," 73,136.12 ", -   ,0.17%
4/12/2013," 32,977.39 "," 73,136.12 "," 73,136.12 "," 73,136.12 ", -   ,-0.43%
4/13/2013," 32,977.39 "," 73,136.12 "," 73,136.12 "," 73,136.12 ", -   ,0.00%
4/14/2013," 32,977.39 "," 73,136.12 "," 73,136.12 "," 73,136.12 ", -   ,0.00%
4/15/2013," 32,682.55 "," 73,136.12 "," 73,136.12 "," 73,136.12 ", -   ,-0.89%
4/16/2013," 32,268.48 "," 75,105.66 "," 75,105.66 "," 75,105.66 ", -   ,-1.27%
4/17/2013," 32,205.87 "," 75,105.66 "," 75,105.66 "," 75,105.66 ", -   ,-0.19%
4/18/2013," 32,534.02 "," 77,172.60 "," 77,172.60 "," 77,172.60 ", -   ,1.02%
4/19/2013," 32,545.30 "," 77,172.60 "," 77,172.60 "," 77,172.60 ", -   ,0.03%
4/20/2013," 32,545.30 "," 77,172.60 "," 77,172.60 "," 77,172.60 ", -   ,0.00%
4/21/2013," 32,545.30 "," 77,172.60 "," 77,172.60 "," 77,172.60 ", -   ,0.00%
4/22/2013," 32,542.11 "," 78,798.77 "," 78,798.77 "," 78,798.77 ", -   ,-0.01%
4/23/2013," 32,627.21 "," 78,798.77 "," 78,798.77 "," 78,798.77 ", -   ,0.26%
4/24/2013," 32,715.69 "," 79,203.07 "," 79,203.07 "," 79,203.07 ", -   ,0.27%
4/25/2013," 32,893.77 "," 79,203.07 "," 79,203.07 "," 79,203.07 ", -   ,0.54%
4/26/2013," 32,930.01 "," 77,832.71 "," 77,832.71 "," 77,832.71 ", -   ,0.11%
4/27/2013," 32,930.01 "," 77,832.71 "," 77,832.71 "," 77,832.71 ", -   ,0.00%
4/28/2013," 32,930.01 "," 77,832.71 "," 77,832.71 "," 77,832.71 ", -   ,0.00%
4/29/2013," 32,793.38 "," 77,305.76 "," 77,305.76 "," 77,305.76 ", -   ,-0.41%
4/30/2013," 32,963.96 "," 76,966.66 "," 76,966.66 "," 76,966.66 ", -   ,0.52%
5/1/2013," 32,963.96 "," 76,966.66 "," 76,966.66 "," 76,966.66 ", -   ,0.00%
5/2/2013," 33,032.89 "," 77,692.24 "," 77,692.24 "," 77,692.24 ", -   ,0.21%
5/3/2013," 33,410.97 "," 77,692.24 "," 77,692.24 "," 77,692.24 ", -   ,1.14%
5/4/2013," 33,410.97 "," 77,692.24 "," 77,692.24 "," 77,692.24 ", -   ,0.00%
5/5/2013," 33,410.97 "," 77,692.24 "," 77,692.24 "," 77,692.24 ", -   ,0.00%
5/6/2013," 33,508.65 "," 77,742.19 "," 77,742.19 "," 77,742.19 ", -   ,0.29%
5/7/2013," 33,439.63 "," 77,633.54 "," 77,633.54 "," 77,633.54 ", -   ,-0.21%
5/8/2013," 33,807.12 "," 77,633.54 "," 77,633.54 "," 77,633.54 ", -   ,1.10%
5/9/2013," 33,927.30 "," 76,259.24 "," 76,259.24 "," 76,259.24 ", -   ,0.36%
5/10/2013," 34,228.10 "," 76,259.24 "," 76,259.24 "," 76,259.24 ", -   ,0.89%
5/11/2013," 34,228.10 "," 76,259.24 "," 76,259.24 "," 76,259.24 ", -   ,0.00%
5/12/2013," 34,228.10 "," 76,259.24 "," 76,259.24 "," 76,259.24 ", -   ,0.00%
5/13/2013," 34,690.11 "," 75,929.82 "," 75,929.82 "," 75,929.82 ", -   ,1.35%
5/14/2013," 34,859.47 "," 75,929.82 "," 75,929.82 "," 75,929.82 ", -   ,0.49%
5/15/2013," 34,858.99 "," 76,411.61 "," 76,411.61 "," 76,411.61 ", -   ,0.00%
5/16/2013," 34,699.09 "," 76,411.61 "," 76,411.61 "," 76,411.61 ", -   ,-0.46%
5/17/2013," 34,985.51 "," 77,349.60 "," 77,349.60 "," 77,349.60 ", -   ,0.83%
5/18/2013," 34,985.51 "," 77,349.60 "," 77,349.60 "," 77,349.60 ", -   ,0.00%
5/19/2013," 34,985.51 "," 77,349.60 "," 77,349.60 "," 77,349.60 ", -   ,0.00%
5/20/2013," 35,632.57 "," 76,769.01 "," 76,769.01 "," 76,769.01 ", -   ,1.85%
5/21/2013," 36,405.38 "," 77,115.78 "," 77,115.78 "," 77,115.78 ", -   ,2.17%
5/22/2013," 36,957.34 "," 77,115.78 "," 77,115.78 "," 77,115.78 ", -   ,1.52%
5/23/2013," 36,754.12 "," 76,996.39 "," 76,996.39 "," 76,996.39 ", -   ,-0.55%
5/24/2013," 36,612.81 "," 76,996.39 "," 76,996.39 "," 76,996.39 ", -   ,-0.38%
5/25/2013," 36,612.81 "," 76,996.39 "," 76,996.39 "," 76,996.39 ", -   ,0.00%
5/26/2013," 36,612.81 "," 76,996.39 "," 76,996.39 "," 76,996.39 ", -   ,0.00%
5/27/2013," 36,103.11 "," 71,904.39 "," 71,904.39 "," 71,904.39 ", -   ,-1.39%
5/28/2013," 37,084.33 "," 71,904.39 "," 71,904.39 "," 71,904.39 ", -   ,2.72%
5/29/2013," 36,975.94 "," 72,203.34 "," 72,203.34 "," 72,203.34 ", -   ,-0.29%
5/30/2013," 37,279.66 "," 72,203.34 "," 72,203.34 "," 72,203.34 ", -   ,0.82%
5/31/2013," 37,642.68 "," 71,477.37 "," 71,477.37 "," 71,477.37 ", -   ,0.97%
6/1/2013," 37,642.68 "," 71,477.37 "," 71,477.37 "," 71,477.37 ", -   ,0.00%
6/2/2013," 37,642.68 "," 71,477.37 "," 71,477.37 "," 71,477.37 ", -   ,0.00%
6/3/2013," 38,120.45 "," 72,064.57 "," 72,064.57 "," 72,064.57 ", -   ,1.27%
6/4/2013," 38,334.44 "," 71,853.92 "," 71,853.92 "," 71,853.92 ", -   ,0.56%
6/5/2013," 37,837.29 "," 73,397.84 "," 73,397.84 "," 73,397.84 ", -   ,-1.30%
6/6/2013," 37,927.41 "," 73,397.84 "," 73,397.84 "," 73,397.84 ", -   ,0.24%
6/7/2013," 37,900.39 "," 74,563.67 "," 74,563.67 "," 74,563.67 ", -   ,-0.07%
6/8/2013," 37,900.39 "," 74,563.67 "," 74,563.67 "," 74,563.67 ", -   ,0.00%
6/9/2013," 37,900.39 "," 74,563.67 "," 74,563.67 "," 74,563.67 ", -   ,0.00%
6/10/2013," 37,589.06 "," 76,577.44 "," 76,577.44 "," 76,577.44 ", -   ,-0.82%
6/11/2013," 37,578.41 "," 73,822.67 "," 73,822.67 "," 73,822.67 ", -   ,-0.03%
6/12/2013," 37,946.99 "," 73,822.67 "," 73,822.67 "," 73,822.67 ", -   ,0.98%
6/13/2013," 38,747.31 "," 75,476.97 "," 75,476.97 "," 75,476.97 ", -   ,2.11%
6/14/2013," 38,457.64 "," 75,476.97 "," 75,476.97 "," 75,476.97 ", -   ,-0.75%
6/15/2013," 38,457.64 "," 75,476.97 "," 75,476.97 "," 75,476.97 ", -   ,0.00%
6/16/2013," 38,457.64 "," 75,476.97 "," 75,476.97 "," 75,476.97 ", -   ,0.00%
6/17/2013," 37,744.51 "," 69,238.06 "," 69,238.06 "," 69,238.06 ", -   ,-1.85%
6/18/2013," 37,479.26 "," 69,238.06 "," 69,238.06 "," 69,238.06 ", -   ,-0.70%
6/19/2013," 38,037.69 "," 69,789.94 "," 69,789.94 "," 69,789.94 ", -   ,1.49%
6/20/2013," 37,750.02 "," 69,789.94 "," 69,789.94 "," 69,789.94 ", -   ,-0.76%
6/21/2013," 37,203.32 "," 71,158.48 "," 71,158.48 "," 71,158.48 ", -   ,-1.45%
